CRASH DATE,CRASH TIME,BOROUGH,ZIP CODE,LATITUDE,LONGITUDE,LOCATION,ON STREET NAME,CROSS STREET NAME,OFF STREET NAME,NUMBER OF PERSONS INJURED,NUMBER OF PERSONS KILLED,NUMBER OF PEDESTRIANS INJURED,NUMBER OF PEDESTRIANS KILLED,NUMBER OF CYCLIST INJURED,NUMBER OF CYCLIST KILLED,NUMBER OF MOTORIST INJURED,NUMBER OF MOTORIST KILLED,CONTRIBUTING FACTOR VEHICLE 1,CONTRIBUTING FACTOR VEHICLE 2,CONTRIBUTING FACTOR VEHICLE 3,CONTRIBUTING FACTOR VEHICLE 4,CONTRIBUTING FACTOR VEHICLE 5,COLLISION_ID,VEHICLE TYPE CODE 1,VEHICLE TYPE CODE 2,VEHICLE TYPE CODE 3,VEHICLE TYPE CODE 4,VEHICLE TYPE CODE 5,,TOTAL INJURED,TOTAL MUERTES
26/08/20,10:30:00,,,40.73769,-73.76858,POINT (-73.76858 40.73769),CLEARVIEW EXPRESSWAY,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Unspecified,,,,4342107,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,20:16:00,BROOKLYN,11223,40.59783,-73.965485,POINT (-73.965485 40.59783),AVENUE U,OCEAN PARKWAY,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4342138,Station Wagon/Sport Utility Vehicle,Bike,,,,,,
26/08/20,23:10:00,MANHATTAN,10035,40.80307,-73.93838,POINT (-73.93838 40.80307),LEXINGTON AVENUE,EAST 123 STREET,,0,0,0,0,0,0,0,0,Traffic Control Disregarded,Unspecified,,,,4342587,Sedan,Sedan,,,,,,
26/08/20,22:00:00,QUEENS,11433,40.693733,-73.78811,POINT (-73.78811 40.693733),110 AVENUE,164 STREET,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4342318,Sedan,Sedan,,,,,,
26/08/20,15:15:00,,,40.725727,-73.84809,POINT (-73.84809 40.725727),68 ROAD,YELLOWSTONE BOULEVARD,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342114,Sedan,,,,,,,
26/08/20,19:30:00,,,40.74848,-73.861,POINT (-73.861 40.74848),42 AVENUE,104 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Failure to Yield Right-of-Way,,,,4342194,Sedan,Pick-up Truck,,,,,,
26/08/20,9:55:00,BROOKLYN,11236,40.65178,-73.9172,POINT (-73.9172 40.65178),,,9117 AVENUE A,1,0,1,0,0,0,0,0,Unspecified,Unspecified,,,,4342946,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
26/08/20,13:00:00,QUEENS,11105,40.776752,-73.897285,POINT (-73.897285 40.776752),19 AVENUE,43 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342330,Sedan,Pick-up Truck,,,,,,
26/08/20,16:00:00,BROOKLYN,11235,40.586533,-73.95238,POINT (-73.95238 40.586533),,,1650 SHEEPSHEAD BAY ROAD,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342136,Sedan,Pick-up Truck,,,,,,
26/08/20,7:15:00,,,40.839466,-73.93721,POINT (-73.93721 40.839466),AMSTERDAM AVENUE,WEST 167 STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Other Vehicular,,,,4341994,Box Truck,Sedan,,,,,,
26/08/20,18:13:00,MANHATTAN,10026,40.80155,-73.95002,POINT (-73.95002 40.80155),,,104 LENOX AVENUE,3,0,0,0,0,0,3,0,Failure to Yield Right-of-Way,Unspecified,,,,4342232,Taxi,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,13:00:00,,,40.68766,-73.85058,POINT (-73.85058 40.68766),ATLANTIC AVENUE,,,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,,,,,4342154,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,15:40:00,BROOKLYN,11207,40.660168,-73.89688,POINT (-73.89688 40.660168),,,245 NEW LOTS AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4342063,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,21:12:00,BRONX,10468,40.86278,-73.906654,POINT (-73.906654 40.86278),,,128 WEST FORDHAM ROAD,1,0,1,0,0,0,0,0,Unspecified,,,,,4342192,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,10:50:00,,,40.64332,-74.01945,POINT (-74.01945 40.64332),58 STREET,,,0,0,0,0,0,0,0,0,Alcohol Involvement,Following Too Closely,Unspecified,,,4343066,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,13:48:00,MANHATTAN,10022,40.761234,-73.96389,POINT (-73.96389 40.761234),2 AVENUE,EAST 60 STREET,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342167,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,22:20:00,BROOKLYN,11208,40.68415,-73.8848,POINT (-73.8848 40.68415),JAMAICA AVENUE,LINWOOD STREET,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4342266,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,23:28:00,,,,,,,,72 WEST DRIVE,0,0,0,0,0,0,0,0,,,,,,4342311,,,,,,,,
26/08/20,14:35:00,QUEENS,11368,40.756573,-73.83975,POINT (-73.83975 40.756573),,,126-15 ROOSEVELT AVENUE,3,0,0,0,0,0,3,0,Unspecified,Unspecified,,,,4342405,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,19:47:00,BROOKLYN,11223,40.605495,-73.98307,POINT (-73.98307 40.605495),WEST 10 STREET,KINGS HIGHWAY,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342097,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,16:47:00,QUEENS,11101,40.75582,-73.919075,POINT (-73.919075 40.75582),,,42-18 34 AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4342546,Sedan,,,,,,,
26/08/20,17:32:00,BROOKLYN,11239,,,,,,590 GATEWAY DRIVE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342265,Sedan,Sedan,,,,,,
26/08/20,12:10:00,BROOKLYN,11219,40.62492,-74.00476,POINT (-74.00476 40.62492),,,1237 OVINGTON AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4342084,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
26/08/20,18:00:00,QUEENS,11379,40.72546,-73.87734,POINT (-73.87734 40.72546),,,61-06 82 STREET,1,0,0,0,0,0,1,0,Alcohol Involvement,Unspecified,,,,4342890,Sedan,Sedan,,,,,,
26/08/20,21:43:00,BRONX,10451,40.823467,-73.91622,POINT (-73.91622 40.823467),COURTLANDT AVENUE,EAST 159 STREET,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342139,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,11:00:00,,,40.71679,-73.94982,POINT (-73.94982 40.71679),MEEKER AVENUE,LORIMER STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342017,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,13:10:00,,,40.80297,-73.96387,POINT (-73.96387 40.80297),CATHEDRAL PARKWAY,,,1,0,0,0,1,0,0,0,Turning Improperly,Passing or Lane Usage Improper,,,,4342512,Sedan,Bike,,,,,,
26/08/20,15:30:00,,,40.654984,-74.00711,POINT (-74.00711 40.654984),GOWANUS EXPY (BQE),,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4342693,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,22:30:00,BROOKLYN,11222,40.73185,-73.9596,POINT (-73.9596 40.73185),INDIA STREET,WEST STREET,,1,0,0,0,1,0,0,0,Unspecified,Unspecified,,,,4342231,UNK,E-Scooter,,,,,,
26/08/20,14:10:00,,,40.75469,-73.99536,POINT (-73.99536 40.75469),WEST 36 STREET,,,0,0,0,0,0,0,0,0,View Obstructed/Limited,,,,,4343058,Sedan,,,,,,,
26/08/20,6:38:00,MANHATTAN,10002,40.712727,-73.99261,POINT (-73.99261 40.712727),,,30 PIKE STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4343307,Sedan,Box Truck,,,,,,
26/08/20,14:42:00,,,40.70722,-73.78957,POINT (-73.78957 40.70722),JAMAICA AVENUE,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342069,Sedan,Box Truck,,,,,,
26/08/20,19:52:00,,,,,,164 STREET,HORACE HARDING EXPRESSWAY,,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4342118,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,8:09:00,QUEENS,11363,40.770897,-73.73896,POINT (-73.73896 40.770897),,,41-77 LITTLE NECK PARKWAY,0,0,0,0,0,0,0,0,Backing Unsafely,,,,,4341919,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,11:45:00,BRONX,10460,40.83609,-73.86522,POINT (-73.86522 40.83609),,,1425 THIERIOT AVENUE,0,0,0,0,0,0,0,0,Unspecified,,,,,4342337,Sedan,,,,,,,
26/08/20,17:48:00,,,40.613052,-73.94913,POINT (-73.94913 40.613052),KINGS HIGHWAY,,,3,0,0,0,0,0,3,0,Traffic Control Disregarded,Unspecified,,,,4342140,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
26/08/20,0:20:00,,,40.78519,-73.94934,POINT (-73.94934 40.78519),EAST 96 STREET,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342147,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,2:50:00,,,40.72656,-73.972046,POINT (-73.972046 40.72656),FDR DRIVE,,,0,0,0,0,0,0,0,0,Driver Inexperience,Unspecified,,,,4342123,Sedan,,,,,,,
26/08/20,17:15:00,BROOKLYN,11213,40.67807,-73.94139,POINT (-73.94139 40.67807),ATLANTIC AVENUE,KINGSTON AVENUE,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,,,,,4342074,Bike,,,,,,,
26/08/20,12:30:00,QUEENS,11422,40.675804,-73.72931,POINT (-73.72931 40.675804),132 AVENUE,243 STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342199,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,9:35:00,BROOKLYN,11208,40.6711,-73.883575,POINT (-73.883575 40.6711),SUTTER AVENUE,CLEVELAND STREET,,0,0,0,0,0,0,0,0,Failure to Yield Right-of-Way,Unspecified,Unspecified,Unspecified,,4341987,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,
26/08/20,8:35:00,BROOKLYN,11233,40.67582,-73.930466,POINT (-73.930466 40.67582),DEAN STREET,UTICA AVENUE,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342049,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,16:20:00,QUEENS,11422,40.660404,-73.730965,POINT (-73.730965 40.660404),FRANCIS LEWIS BOULEVARD,254 STREET,,2,0,0,0,0,0,2,0,Driver Inexperience,Unspecified,,,,4342085,Taxi,Sedan,,,,,,
26/08/20,21:15:00,QUEENS,11101,40.745026,-73.950775,POINT (-73.950775 40.745026),11 STREET,47 AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,,,,,4342847,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,22:55:00,BRONX,10459,40.82244,-73.8859,POINT (-73.8859 40.82244),BRUCKNER BOULEVARD,WHITTIER STREET,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342369,Sedan,,,,,,,
26/08/20,13:30:00,BRONX,10451,40.81702,-73.92799,POINT (-73.92799 40.81702),,,430 GRAND CONCOURSE,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,4342130,Sedan,Sedan,,,,,,
26/08/20,21:50:00,,,40.771305,-73.87664,POINT (-73.87664 40.771305),GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4342357,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,,,
26/08/20,11:23:00,MANHATTAN,10009,40.72264,-73.98105,POINT (-73.98105 40.72264),,,284 EAST 4 STREET,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4342241,Box Truck,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,14:22:00,,,40.83801,-73.87329,POINT (-73.87329 40.83801),BRONX RIVER PARKWAY,,,1,0,0,0,0,0,1,0,Following Too Closely,Unspecified,,,,4342694,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,13:30:00,QUEENS,11373,40.733536,-73.87035,POINT (-73.87035 40.733536),QUEENS BOULEVARD,WOODHAVEN BOULEVARD,,1,0,0,0,1,0,0,0,Unspecified,,,,,4342208,Sedan,,,,,,,
26/08/20,20:09:00,BROOKLYN,11226,40.639984,-73.94842,POINT (-73.94842 40.639984),NOSTRAND AVENUE,NEWKIRK AVENUE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342280,Sedan,,,,,,,
26/08/20,3:00:00,,,,,,BROOKLYN QUEENS EXPRESSWAY RAMP,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,,,,,4342448,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,19:10:00,QUEENS,11368,40.74093,-73.85578,POINT (-73.85578 40.74093),,,104-01 MARTENSE AVENUE,1,0,1,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342181,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,10:30:00,BROOKLYN,11231,40.676285,-74.000984,POINT (-74.000984 40.676285),,,289 HAMILTON AVENUE,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342450,Sedan,,,,,,,
26/08/20,14:49:00,MANHATTAN,10032,40.844597,-73.94247,POINT (-73.94247 40.844597),WEST 171 STREET,HAVEN AVENUE,,0,0,0,0,0,0,0,0,Oversized Vehicle,Unspecified,,,,4342246,Station Wagon/Sport Utility Vehicle,Tractor Truck Diesel,,,,,,
26/08/20,12:50:00,QUEENS,11354,40.769848,-73.8348,POINT (-73.8348 40.769848),,,30-11 STRATTON STREET,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342124,Sedan,,,,,,,
26/08/20,23:50:00,BROOKLYN,11222,40.722637,-73.95419,POINT (-73.95419 40.722637),NASSAU AVENUE,BANKER STREET,,1,0,0,0,1,0,0,0,Pedestrian/Bicyclist/Other Pedestrian Error/Confusion,Unspecified,,,,4342237,Sedan,Bike,,,,,,
26/08/20,17:00:00,,,40.74355,-73.73246,POINT (-73.73246 40.74355),GRAND CENTRAL PKWY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342099,Pick-up Truck,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,14:41:00,,,40.835484,-73.9494,POINT (-73.9494 40.835484),HENRY HUDSON PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342306,Sedan,,,,,,,
26/08/20,13:10:00,,,40.711334,-73.9339,POINT (-73.9339 40.711334),MORGAN AVENUE,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342401,Box Truck,Van,,,,,,
26/08/20,14:30:00,,,40.679585,-73.96507,POINT (-73.96507 40.679585),DEAN STREET,,,0,0,0,0,0,0,0,0,Passenger Distraction,Unspecified,,,,4342071,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,0:00:00,BRONX,10454,40.80321,-73.91892,POINT (-73.91892 40.80321),EAST 133 STREET,BRUCKNER BOULEVARD,,1,0,0,0,0,0,1,0,,,,,,4341826,,,,,,,,
26/08/20,21:00:00,QUEENS,11368,40.736927,-73.8648,POINT (-73.8648 40.736927),,,96-02 57 AVENUE,0,0,0,0,0,0,0,0,Alcohol Involvement,Unspecified,,,,4342187,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
26/08/20,16:20:00,BROOKLYN,11226,40.648643,-73.96075,POINT (-73.96075 40.648643),OCEAN AVENUE,TENNIS COURT,,0,0,0,0,0,0,0,0,Unspecified,,,,,4342248,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,17:57:00,BROOKLYN,11214,40.59312,-73.996346,POINT (-73.996346 40.59312),,,1730 SHORE PARKWAY,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342096,Sedan,Bike,,,,,,
26/08/20,16:40:00,,,40.639786,-74.03613,POINT (-74.03613 40.639786),BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unspecified,Unspecified,,,,4342083,Sedan,Sedan,,,,,,
26/08/20,15:20:00,QUEENS,11373,40.734768,-73.87459,POINT (-73.87459 40.734768),QUEENS BOULEVARD,56 AVENUE,,1,0,0,0,0,0,1,0,Failure to Yield Right-of-Way,Driver Inattention/Distraction,,,,4342179,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,18:40:00,,,40.765224,-73.9317,POINT (-73.9317 40.765224),21 STREET,,,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4342334,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
26/08/20,11:00:00,BRONX,10453,40.861862,-73.91282,POINT (-73.91282 40.861862),WEST FORDHAM ROAD,MAJOR DEEGAN EXPRESSWAY,,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,Unspecified,,,,4342200,Station Wagon/Sport Utility Vehicle,Dump,,,,,,
26/08/20,16:05:00,,,40.758427,-73.99264,POINT (-73.99264 40.758427),9 AVENUE,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4342989,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
26/08/20,7:30:00,BROOKLYN,11235,40.578255,-73.96366,POINT (-73.96366 40.578255),,,3037 BRIGHTON 4 STREET,0,0,0,0,0,0,0,0,Other Vehicular,Other Vehicular,,,,4343212,Sedan,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,10:03:00,QUEENS,11434,40.667236,-73.770004,POINT (-73.770004 40.667236),BELT PARKWAY,,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4342086,Sedan,Sedan,,,,,,
26/08/20,17:43:00,,,40.657406,-73.89881,POINT (-73.89881 40.657406),LINDEN BOULEVARD,VAN SIDERIN AVENUE,,1,0,0,0,0,0,1,0,Unspecified,Unspecified,,,,4342267,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
26/08/20,23:25:00,BRONX,10462,40.848938,-73.86693,POINT (-73.86693 40.848938),,,1950 CRUGER AVENUE,2,0,0,0,0,0,2,0,Driver Inattention/Distraction,,,,,4342485,Sedan,,,,,,,
26/08/20,0:00:00,BROOKLYN,11212,40.661972,-73.92746,POINT (-73.92746 40.661972),,,964 RUTLAND ROAD,0,0,0,0,0,0,0,0,Unspecified,,,,,4342026,Sedan,,,,,,,
26/08/20,8:05:00,QUEENS,11377,40.752995,-73.91068,POINT (-73.91068 40.752995),NORTHERN BOULEVARD,NEWTOWN ROAD,,1,0,0,0,1,0,0,0,Unspecified,,,,,4342823,Bike,,,,,,,
26/08/20,17:30:00,STATEN ISLAND,10301,40.644848,-74.08308,POINT (-74.08308 40.644848),,,170 HAMILTON AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342557,Sedan,,,,,,,
26/08/20,13:00:00,,,40.83761,-73.88106,POINT (-73.88106 40.83761),CROSS BRONX EXPY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342431,Tractor Truck Diesel,Tractor Truck Diesel,,,,,,
26/08/20,8:40:00,,,40.728584,-73.82047,POINT (-73.82047 40.728584),147 STREET,,,1,0,0,0,1,0,0,0,Failure to Yield Right-of-Way,Unspecified,,,,4342148,Station Wagon/Sport Utility Vehicle,Bike,,,,,,
26/08/20,16:50:00,QUEENS,11435,40.698242,-73.80635,POINT (-73.80635 40.698242),,,95-01 SUTPHIN BOULEVARD,1,0,0,0,0,0,1,0,Driver Inattention/Distraction,Backing Unsafely,,,,4342070,Sedan,Concrete Mixer,,,,,,
26/08/20,18:10:00,BROOKLYN,11213,40.6642,-73.92941,POINT (-73.92941 40.6642),EAST NEW YORK AVENUE,MONTGOMERY STREET,,1,0,0,0,1,0,0,0,Aggressive Driving/Road Rage,Unspecified,,,,4342102,Sedan,Bike,,,,,,
26/08/20,22:15:00,QUEENS,11692,40.59506,-73.7944,POINT (-73.7944 40.59506),THURSBY AVENUE,BEACH 65 STREET,,0,0,0,0,0,0,0,0,Reaction to Uninvolved Vehicle,Unspecified,,,,4342236,Sedan,Sedan,,,,,,
26/08/20,11:00:00,BRONX,10462,40.854443,-73.864296,POINT (-73.864296 40.854443),,,789 LYDIG AVENUE,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342047,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
26/08/20,19:41:00,BROOKLYN,11212,40.6557,-73.911095,POINT (-73.911095 40.6557),AMBOY STREET,HEGEMAN AVENUE,,1,0,0,0,1,0,0,0,Traffic Control Disregarded,Unspecified,,,,4342196,Station Wagon/Sport Utility Vehicle,Bike,,,,,,
26/08/20,7:00:00,BROOKLYN,11220,40.64606,-74.01648,POINT (-74.01648 40.64606),3 AVENUE,53 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342029,Sedan,Pick-up Truck,,,,,,
26/08/20,15:35:00,,,40.61384,-73.981445,POINT (-73.981445 40.61384),65 STREET,,,0,0,0,0,0,0,0,0,Fatigued/Drowsy,Unspecified,,,,4342067,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
26/08/20,9:28:00,,,40.714622,-73.829704,POINT (-73.829704 40.714622),JACKIE ROBINSON PKWY,,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4341957,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
26/08/20,8:30:00,BRONX,10474,40.816586,-73.888824,POINT (-73.888824 40.816586),,,1262 LAFAYETTE AVENUE,0,0,0,0,0,0,0,0,Turning Improperly,Passing Too Closely,,,,4342370,Box Truck,Sedan,,,,,,
26/08/20,0:35:00,QUEENS,11691,40.603878,-73.76338,POINT (-73.76338 40.603878),,,1043 BAY 25 STREET,0,0,0,0,0,0,0,0,Unspecified,,,,,4342184,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,8:25:00,QUEENS,11419,40.69383,-73.82888,POINT (-73.82888 40.69383),ATLANTIC AVENUE,118 STREET,,0,0,0,0,0,0,0,0,Unsafe Lane Changing,Unspecified,,,,4341935,Sedan,Sedan,,,,,,
26/08/20,20:10:00,BROOKLYN,11211,40.714565,-73.937904,POINT (-73.937904 40.714565),,,939 METROPOLITAN AVENUE,0,0,0,0,0,0,0,0,Passing or Lane Usage Improper,Unspecified,,,,4342129,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,9:57:00,QUEENS,11416,40.682774,-73.84324,POINT (-73.84324 40.682774),103 AVENUE,97 STREET,,0,0,0,0,0,0,0,0,Passing Too Closely,Unspecified,,,,4342226,Sedan,Sedan,,,,,,
26/08/20,12:50:00,,,,,,New York Ave,Perimeter Road,,0,0,0,0,0,0,0,0,Steering Failure,,,,,4342202,Golf Cart,,,,,,,
26/08/20,13:20:00,BROOKLYN,11234,40.62356,-73.927376,POINT (-73.927376 40.62356),UTICA AVENUE,AVENUE L,,4,0,0,0,0,0,4,0,Traffic Control Disregarded,Unspecified,Unspecified,Unspecified,Unspecified,4342581,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,
26/08/20,22:30:00,,,40.84226,-73.87228,POINT (-73.87228 40.84226),BRONX RIVER PARKWAY,,,1,0,0,0,0,0,1,0,Reaction to Uninvolved Vehicle,Unspecified,Unspecified,,,4342122,Station Wagon/Sport Utility Vehicle,Sedan,Station Wagon/Sport Utility Vehicle,,,,,
26/08/20,14:00:00,BROOKLYN,11211,40.710262,-73.953865,POINT (-73.953865 40.710262),KEAP STREET,SOUTH 2 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342394,Sedan,,,,,,,
26/08/20,21:15:00,QUEENS,11412,40.69743,-73.74954,POINT (-73.74954 40.69743),,,115-72 204 STREET,0,0,0,0,0,0,0,0,Unsafe Speed,,,,,4342111,Sedan,,,,,,,
26/08/20,11:43:00,QUEENS,11101,40.748398,-73.94479,POINT (-73.94479 40.748398),23 STREET,44 ROAD,,1,0,0,0,0,0,1,0,Driver Inexperience,Driver Inattention/Distraction,,,,4342525,Station Wagon/Sport Utility Vehicle,Motorcycle,,,,,,
26/08/20,2:00:00,,,,,,SOUTHERN STATE PARKWAY,CROSS ISLAND PARKWAY,,1,0,0,0,0,0,1,0,Unsafe Speed,,,,,4341790,Sedan,,,,,,,
26/08/20,12:27:00,MANHATTAN,10027,40.812622,-73.96302,POINT (-73.96302 40.812622),RIVERSIDE DRIVE,WEST 122 STREET,,1,0,0,0,0,0,1,0,Backing Unsafely,Unspecified,,,,4342821,Bus,Motorcycle,,,,,,
26/08/20,13:30:00,BRONX,10464,40.86569,-73.80516,POINT (-73.80516 40.86569),,,1 ORCHARD BEACH ROAD,0,0,0,0,0,0,0,0,Unspecified,,,,,4343168,Sedan,,,,,,,
26/08/20,18:35:00,QUEENS,11374,40.72362,-73.86032,POINT (-73.86032 40.72362),ALDERTON STREET,64 ROAD,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342115,Station Wagon/Sport Utility Vehicle,,,,,,,
26/08/20,21:57:00,,,40.708324,-73.84314,POINT (-73.84314 40.708324),JACKIE ROBINSON PKWY,,,0,0,0,0,0,0,0,0,Following Too Closely,Unspecified,,,,4342465,Station Wagon/Sport Utility Vehicle,Sedan,,,,,,
26/08/20,1:15:00,BRONX,10451,,,,EAST 138 STREET,GERARD AVE,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Driver Inattention/Distraction,,,,4341827,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,6:13:00,,,,,,TRIBOROUGH BRIDGE,,,1,0,0,0,0,0,1,0,Traffic Control Disregarded,Unspecified,,,,4342588,Sedan,Box Truck,,,,,,
26/08/20,10:44:00,BROOKLYN,11249,40.699284,-73.95983,POINT (-73.95983 40.699284),HEYWARD STREET,WALLABOUT STREET,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4342125,Bus,Sedan,,,,,,
26/08/20,14:47:00,BRONX,10468,40.86418,-73.90119,POINT (-73.90119 40.86418),DAVIDSON AVENUE,WEST 190 STREET,,0,0,0,0,0,0,0,0,Driver Inattention/Distraction,Unspecified,,,,4342195,Station Wagon/Sport Utility Vehicle,Station Wagon/Sport Utility Vehicle,,,,,,
26/08/20,16:50:00,QUEENS,11385,40.69593,-73.90467,POINT (-73.90467 40.69593),GEORGE STREET,WYCKOFF AVENUE,,0,0,0,0,0,0,0,0,Turning Improperly,Unspecified,,,,4342877,Tractor Truck Diesel,Sedan,,,,,,
